index,time,name,id,type,format,len,data
00000472,000.000.000,接收,408,DATA,STANDARD,8,0502000000009B01
00000473,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000474,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000475,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000476,000.002.163,接收,231,DATA,STANDARD,6,0201031F0E00
00000477,000.001.897,接收,232,DATA,STANDARD,6,020103230C00
00000478,000.001.644,接收,31F,DATA,STANDARD,8,000005020402FF80
00000479,000.000.248,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000480,000.004.154,接收,201,DATA,STANDARD,8,000000000B030000
00000481,000.037.285,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000482,000.000.277,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000483,000.000.236,接收,403,DATA,STANDARD,8,00009C000B030000
00000484,000.000.266,接收,404,DATA,STANDARD,8,0703050303030603
00000485,000.000.248,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000486,000.000.268,接收,406,DATA,STANDARD,8,D902000000001400
00000487,000.000.255,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000488,000.000.260,接收,408,DATA,STANDARD,8,0502000000009B01
00000489,000.000.260,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000490,000.000.256,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000491,000.000.280,接收,501,DATA,STANDARD,8,0000000000000000
00000492,000.002.137,接收,231,DATA,STANDARD,6,0201032B0E00
00000493,000.001.918,接收,232,DATA,STANDARD,6,020103230C00
00000494,000.001.666,接收,31F,DATA,STANDARD,8,000005020402FF80
00000495,000.000.232,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000496,000.003.001,接收,201,DATA,STANDARD,8,000000000B030000
00000497,000.038.439,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000498,000.000.280,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000499,000.000.235,接收,403,DATA,STANDARD,8,00009C000B030000
00000500,000.000.281,接收,404,DATA,STANDARD,8,0703050303030603
00000501,000.000.233,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000502,000.000.282,接收,406,DATA,STANDARD,8,D902000000001400
00000503,000.000.248,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000504,000.000.281,接收,408,DATA,STANDARD,8,0502000000009B01
00000505,000.000.239,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000506,000.000.264,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000507,000.000.281,接收,501,DATA,STANDARD,8,0000000000000000
00000508,000.002.128,接收,231,DATA,STANDARD,6,0201031F0E00
00000509,000.001.903,接收,232,DATA,STANDARD,6,020103230C00
00000510,000.001.664,接收,31F,DATA,STANDARD,8,000005020402FF80
00000511,000.000.258,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000512,000.005.578,接收,201,DATA,STANDARD,8,000000000B030000
00000513,000.035.862,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000514,000.000.233,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000515,000.000.280,接收,403,DATA,STANDARD,8,00009C000B030000
00000516,000.000.236,接收,404,DATA,STANDARD,8,0703050303030603
00000517,000.000.280,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000518,000.000.236,接收,406,DATA,STANDARD,8,D902000000001400
00000519,000.000.298,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000520,000.000.235,接收,408,DATA,STANDARD,8,0502000000009B01
00000521,000.690.090,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000522,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000523,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000524,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00000525,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00000526,000.000.000,接收,31F,DATA,STANDARD,8,000005020402FF80
00000527,000.000.237,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000528,000.004.451,接收,201,DATA,STANDARD,8,000000000B030000
00000529,000.037.009,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000530,000.000.258,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000531,000.000.256,接收,403,DATA,STANDARD,8,00009C000B030000
00000532,000.000.259,接收,404,DATA,STANDARD,8,0703050303030603
00000533,000.000.256,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000534,000.000.259,接收,406,DATA,STANDARD,8,D902000000001400
00000535,000.000.281,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000536,000.739.825,接收,408,DATA,STANDARD,8,0502000000009B01
00000537,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000538,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000539,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000540,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00000541,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00000542,000.001.641,接收,31F,DATA,STANDARD,8,000005020402FF80
00000543,000.000.235,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000544,000.003.284,接收,201,DATA,STANDARD,8,000000000B030000
00000545,000.038.060,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000546,000.000.237,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000547,000.000.279,接收,403,DATA,STANDARD,8,00009C000B030000
00000548,000.000.234,接收,404,DATA,STANDARD,8,0703050303030603
00000549,000.000.281,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000550,000.000.235,接收,406,DATA,STANDARD,8,D902000000001400
00000551,000.000.281,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000552,000.000.250,接收,408,DATA,STANDARD,8,0502000000009B01
00000553,000.000.278,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000554,000.000.244,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000555,000.000.259,接收,501,DATA,STANDARD,8,0000000000000000
00000556,000.002.156,接收,231,DATA,STANDARD,6,0201031F0E00
00000557,000.001.921,接收,232,DATA,STANDARD,6,020103230C00
00000558,000.001.642,接收,31F,DATA,STANDARD,8,000005020502FF80
00000559,000.000.234,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000560,000.006.000,接收,201,DATA,STANDARD,8,000000000B030000
00000561,000.035.577,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000562,000.000.258,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000563,000.000.259,接收,403,DATA,STANDARD,8,00009C000B030000
00000564,000.000.257,接收,404,DATA,STANDARD,8,0703050303030603
00000565,000.000.258,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000566,000.000.258,接收,406,DATA,STANDARD,8,D902000000001400
00000567,000.000.258,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000568,000.000.293,接收,408,DATA,STANDARD,8,0502000000009B01
00000569,000.000.224,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000570,000.000.281,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000571,000.000.256,接收,501,DATA,STANDARD,8,0000000000000000
00000572,000.002.133,接收,231,DATA,STANDARD,6,0201031F0E00
00000573,000.001.923,接收,232,DATA,STANDARD,6,020103230C00
00000574,000.001.658,接收,31F,DATA,STANDARD,8,000005020502FF80
00000575,000.000.239,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000576,000.004.692,接收,201,DATA,STANDARD,8,000000000A030000
00000577,000.036.769,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000578,000.000.235,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000579,000.000.281,接收,403,DATA,STANDARD,8,00009C000B030000
00000580,000.000.235,接收,404,DATA,STANDARD,8,0703050303030603
00000581,000.000.262,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000582,000.889.308,接收,406,DATA,STANDARD,8,D902000000001400
00000583,000.000.000,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000584,000.000.000,接收,408,DATA,STANDARD,8,0502000000009B01
00000585,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000586,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000587,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000588,000.002.157,接收,231,DATA,STANDARD,6,0201031F0E00
00000589,000.001.920,接收,232,DATA,STANDARD,6,020103270C00
00000590,000.001.641,接收,31F,DATA,STANDARD,8,000005020502FF80
00000591,000.000.236,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000592,000.003.515,接收,201,DATA,STANDARD,8,000000000A030000
00000593,000.037.934,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000594,000.000.269,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000595,000.000.235,接收,403,DATA,STANDARD,8,00009C000B030000
00000596,000.000.280,接收,404,DATA,STANDARD,8,0703050303030603
00000597,000.000.235,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000598,000.000.294,接收,406,DATA,STANDARD,8,D902000000001400
00000599,000.000.237,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000600,000.000.266,接收,408,DATA,STANDARD,8,0502000000009B01
00000601,000.000.254,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000602,000.000.260,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000603,000.000.283,接收,501,DATA,STANDARD,8,0000000000000000
00000604,000.002.124,接收,231,DATA,STANDARD,6,0201032B0E00
00000605,000.001.928,接收,232,DATA,STANDARD,6,020103230C00
00000606,000.001.645,接收,31F,DATA,STANDARD,8,000005020402FF80
00000607,000.000.256,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000608,000.002.318,接收,201,DATA,STANDARD,8,000000000A030000
00000609,000.089.135,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000610,000.000.247,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000611,000.000.269,接收,403,DATA,STANDARD,8,00009C000B030000
00000612,000.000.236,接收,404,DATA,STANDARD,8,0703050303030603
00000613,000.000.279,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000614,000.000.237,接收,406,DATA,STANDARD,8,D902000000001400
00000615,000.039.590,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000616,000.000.000,接收,408,DATA,STANDARD,8,0502000000009B01
00000617,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000618,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000619,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000620,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00000621,000.001.922,接收,232,DATA,STANDARD,6,020103230C00
00000622,000.001.640,接收,31F,DATA,STANDARD,8,000005020402FF80
00000623,000.000.235,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000624,000.003.327,接收,201,DATA,STANDARD,8,000000000A030000
00000625,000.038.132,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000626,000.000.260,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000627,000.000.252,接收,403,DATA,STANDARD,8,00009C000B030000
00000628,000.000.264,接收,404,DATA,STANDARD,8,0703050303030603
00000629,000.000.250,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000630,000.000.265,接收,406,DATA,STANDARD,8,D902000000001400
00000631,000.000.259,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000632,000.000.269,接收,408,DATA,STANDARD,8,0502000000009B01
00000633,000.000.269,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000634,000.000.235,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000635,000.000.281,接收,501,DATA,STANDARD,8,0000000000000000
00000636,000.002.136,接收,231,DATA,STANDARD,6,0201031F0E00
00000637,000.001.916,接收,232,DATA,STANDARD,6,020103230C00
00000638,000.001.667,接收,31F,DATA,STANDARD,8,000005020402FF80
00000639,000.000.234,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000640,000.005.860,接收,201,DATA,STANDARD,8,000000000A030000
00000641,000.035.437,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000642,000.000.251,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000643,000.000.264,接收,403,DATA,STANDARD,8,00009C000B030000
00000644,000.000.254,接收,404,DATA,STANDARD,8,0703050303030603
00000645,000.000.262,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000646,000.000.252,接收,406,DATA,STANDARD,8,D902000000001400
00000647,000.000.264,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000648,000.000.260,接收,408,DATA,STANDARD,8,0502000000009B01
00000649,000.139.949,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000650,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000651,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000652,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00000653,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00000654,000.000.000,接收,31F,DATA,STANDARD,8,000005020402FF80
00000655,000.000.247,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000656,000.004.830,接收,201,DATA,STANDARD,8,000000000A030000
00000657,000.036.778,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000658,000.000.248,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000659,000.000.270,接收,403,DATA,STANDARD,8,00009C000B030000
00000660,000.000.246,接收,404,DATA,STANDARD,8,0703050303030603
00000661,000.000.269,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000662,000.000.252,接收,406,DATA,STANDARD,8,D902000000001400
00000663,000.000.264,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000664,000.189.847,接收,408,DATA,STANDARD,8,0502000000009B01
00000665,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000666,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000667,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000668,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00000669,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00000670,000.001.640,接收,31F,DATA,STANDARD,8,000005020402FF80
00000671,000.000.248,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000672,000.003.502,接收,201,DATA,STANDARD,8,000000000A030000
00000673,000.037.970,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000674,000.000.256,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000675,000.000.260,接收,403,DATA,STANDARD,8,00009C000A030000
00000676,000.000.258,接收,404,DATA,STANDARD,8,0703050303030603
00000677,000.000.271,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000678,000.000.246,接收,406,DATA,STANDARD,8,D902000000001400
00000679,000.000.256,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000680,000.000.280,接收,408,DATA,STANDARD,8,0502000000009B01
00000681,000.000.248,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000682,000.000.269,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000683,000.000.259,接收,501,DATA,STANDARD,8,0000000000000000
00000684,000.002.148,接收,231,DATA,STANDARD,6,0201031F0E00
00000685,000.001.920,接收,232,DATA,STANDARD,6,020103230C00
00000686,000.001.645,接收,31F,DATA,STANDARD,8,000005020502FF80
00000687,000.000.240,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000688,000.002.275,接收,201,DATA,STANDARD,8,000000000A030000
00000689,000.039.137,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000690,000.000.259,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000691,000.000.257,接收,403,DATA,STANDARD,8,00009C000A030000
00000692,000.000.261,接收,404,DATA,STANDARD,8,0703050303030603
00000693,000.000.254,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000694,000.289.320,接收,406,DATA,STANDARD,8,D902000000001400
00000695,000.000.000,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000696,000.000.000,接收,408,DATA,STANDARD,8,0502000000009B01
00000697,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000698,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000699,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000700,000.002.177,接收,231,DATA,STANDARD,6,0201032B0E00
00000701,000.001.876,接收,232,DATA,STANDARD,6,020103230C00
00000702,000.001.659,接收,31F,DATA,STANDARD,8,000005020402FF80
00000703,000.000.240,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000704,000.004.851,接收,201,DATA,STANDARD,8,000000000A030000
00000705,000.036.608,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000706,000.000.248,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000707,000.000.268,接收,403,DATA,STANDARD,8,00009C000A030000
00000708,000.000.250,接收,404,DATA,STANDARD,8,0703050303030603
00000709,000.000.265,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000710,000.339.325,接收,406,DATA,STANDARD,8,D902000000001400
00000711,000.000.000,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000712,000.000.000,接收,408,DATA,STANDARD,8,0502000000009B01
00000713,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000714,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000715,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000716,000.002.156,接收,231,DATA,STANDARD,6,0201031F0E00
00000717,000.001.908,接收,232,DATA,STANDARD,6,020103230C00
00000718,000.001.639,接收,31F,DATA,STANDARD,8,000005020402FF80
00000719,000.000.248,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000720,000.003.689,接收,201,DATA,STANDARD,8,000000000A030000
00000721,000.037.763,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000722,000.000.252,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000723,000.000.262,接收,403,DATA,STANDARD,8,00009C000A030000
00000724,000.000.255,接收,404,DATA,STANDARD,8,0703050303030603
00000725,000.000.259,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000726,000.000.274,接收,406,DATA,STANDARD,8,D902000000001400
00000727,000.000.264,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000728,000.000.246,接收,408,DATA,STANDARD,8,0502000000009B01
00000729,000.000.269,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000730,000.000.253,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000731,000.390.637,接收,501,DATA,STANDARD,8,0000000000000000
00000732,000.000.000,接收,231,DATA,STANDARD,6,0201031F0E00
00000733,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00000734,000.000.000,接收,31F,DATA,STANDARD,8,000005020402FF80
00000735,000.000.000,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000736,000.000.000,接收,201,DATA,STANDARD,8,000000000A030000
00000737,000.088.966,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000738,000.000.253,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000739,000.000.264,接收,403,DATA,STANDARD,8,00009C000A030000
00000740,000.000.254,接收,404,DATA,STANDARD,8,0703050303030603
00000741,000.000.262,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000742,000.000.254,接收,406,DATA,STANDARD,8,D902000000001400
00000743,000.000.260,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000744,000.489.870,接收,408,DATA,STANDARD,8,0502000000009B01
00000745,000.000.000,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000746,000.000.000,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000747,000.000.000,接收,501,DATA,STANDARD,8,0000000000000000
00000748,000.000.000,接收,231,DATA,STANDARD,6,0201032B0E00
00000749,000.000.000,接收,232,DATA,STANDARD,6,020103230C00
00000750,000.001.656,接收,31F,DATA,STANDARD,8,000006020402FF80
00000751,000.000.240,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000752,000.003.543,接收,201,DATA,STANDARD,8,000000000B030000
00000753,000.087.905,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000754,000.000.287,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000755,000.000.227,接收,403,DATA,STANDARD,8,00009C000A030000
00000756,000.000.269,接收,404,DATA,STANDARD,8,0703050303030603
00000757,000.000.245,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000758,000.000.270,接收,406,DATA,STANDARD,8,D902000000001400
00000759,000.000.254,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000760,000.000.262,接收,408,DATA,STANDARD,8,0502000000009B01
00000761,000.000.260,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000762,000.000.254,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000763,000.000.281,接收,501,DATA,STANDARD,8,0000000000000000
00000764,000.002.156,接收,231,DATA,STANDARD,6,0201031F0E00
00000765,000.001.922,接收,232,DATA,STANDARD,6,020103230C00
00000766,000.001.641,接收,31F,DATA,STANDARD,8,000005020502FF80
00000767,000.000.234,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000768,000.004.595,接收,201,DATA,STANDARD,8,000000000B030000
00000769,000.086.858,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000770,000.000.234,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000771,000.000.281,接收,403,DATA,STANDARD,8,00009C000A030000
00000772,000.000.237,接收,404,DATA,STANDARD,8,0703050303030603
00000773,000.000.280,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000774,000.000.237,接收,406,DATA,STANDARD,8,D902000000001400
00000775,000.000.279,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000776,000.000.254,接收,408,DATA,STANDARD,8,0502000000009B01
00000777,000.000.273,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000778,000.000.249,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000779,000.000.257,接收,501,DATA,STANDARD,8,0000000000000000
00000780,000.002.167,接收,231,DATA,STANDARD,6,0201031F0E00
00000781,000.001.909,接收,232,DATA,STANDARD,6,020103230C00
00000782,000.001.641,接收,31F,DATA,STANDARD,8,000005020402FF80
00000783,000.000.235,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000784,000.005.673,接收,201,DATA,STANDARD,8,000000000B030000
00000785,000.035.809,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000786,000.000.258,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000787,000.000.259,接收,403,DATA,STANDARD,8,00009B000B030000
00000788,000.000.257,接收,404,DATA,STANDARD,8,0703050303030603
00000789,000.000.257,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000790,000.000.259,接收,406,DATA,STANDARD,8,D902000000001400
00000791,000.000.258,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000792,000.000.281,接收,408,DATA,STANDARD,8,0502000000009B01
00000793,000.000.237,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000794,000.000.280,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000795,000.000.259,接收,501,DATA,STANDARD,8,0000000000000000
00000796,000.002.156,接收,231,DATA,STANDARD,6,0201031F0E00
00000797,000.001.896,接收,232,DATA,STANDARD,6,020103230C00
00000798,000.001.658,接收,31F,DATA,STANDARD,8,000005020402FF80
00000799,000.000.239,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000800,000.004.479,接收,201,DATA,STANDARD,8,000000000B030000
00000801,000.036.936,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000802,000.000.257,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000803,000.000.259,接收,403,DATA,STANDARD,8,00009B000B030000
00000804,000.000.257,接收,404,DATA,STANDARD,8,0703050303030603
00000805,000.000.260,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000806,000.000.256,接收,406,DATA,STANDARD,8,D902000000001400
00000807,000.000.259,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000808,000.000.280,接收,408,DATA,STANDARD,8,0502000000009B01
00000809,000.000.236,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000810,000.000.281,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000811,000.000.261,接收,501,DATA,STANDARD,8,0000000000000000
00000812,000.002.130,接收,231,DATA,STANDARD,6,0201031F0E00
00000813,000.001.921,接收,232,DATA,STANDARD,6,020103230C00
00000814,000.001.656,接收,31F,DATA,STANDARD,8,000005020402FF80
00000815,000.000.239,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000816,000.003.355,接收,201,DATA,STANDARD,8,000000000B030000
00000817,000.038.109,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000818,000.000.248,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000819,000.000.281,接收,403,DATA,STANDARD,8,00009B000B030000
00000820,000.000.235,接收,404,DATA,STANDARD,8,0703050303030603
00000821,000.000.268,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000822,000.000.248,接收,406,DATA,STANDARD,8,D902000000001400
00000823,000.000.267,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000824,000.000.257,接收,408,DATA,STANDARD,8,0502000000009B01
00000825,000.000.260,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000826,000.000.280,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000827,000.000.248,接收,501,DATA,STANDARD,8,0000000000000000
00000828,000.002.160,接收,231,DATA,STANDARD,6,0201031F0E00
00000829,000.001.905,接收,232,DATA,STANDARD,6,020103230C00
00000830,000.001.641,接收,31F,DATA,STANDARD,8,000005020402FF80
00000831,000.000.237,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000832,000.002.219,接收,201,DATA,STANDARD,8,000000000B030000
00000833,000.039.239,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000834,000.000.258,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000835,000.000.254,接收,403,DATA,STANDARD,8,00009B000B030000
00000836,000.000.261,接收,404,DATA,STANDARD,8,0703050303030603
00000837,000.000.253,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000838,000.000.263,接收,406,DATA,STANDARD,8,D902000000001400
00000839,000.000.261,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000840,000.000.255,接收,408,DATA,STANDARD,8,0502000000009B01
00000841,000.000.293,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000842,000.000.234,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000843,000.000.269,接收,501,DATA,STANDARD,8,0000000000000000
00000844,000.002.156,接收,231,DATA,STANDARD,6,0201031F0E00
00000845,000.001.902,接收,232,DATA,STANDARD,6,020103230C00
00000846,000.001.662,接收,31F,DATA,STANDARD,8,000005020502FF80
00000847,000.000.232,接收,320,DATA,STANDARD,8,00009B010D02FFFF
00000848,000.004.783,接收,201,DATA,STANDARD,8,000000000B030000
00000849,000.036.514,接收,401,DATA,STANDARD,8,1A00AC0D00000002
00000850,000.000.255,接收,402,DATA,STANDARD,8,02320354FFFF0920
00000851,000.000.263,接收,403,DATA,STANDARD,8,00009B000B030000
00000852,000.000.253,接收,404,DATA,STANDARD,8,0703050303030603
00000853,000.000.261,接收,405,DATA,STANDARD,8,000000000B02CF0B
00000854,000.000.255,接收,406,DATA,STANDARD,8,D902000000001400
00000855,000.000.261,接收,407,DATA,STANDARD,8,000000FF0000FFFF
00000856,000.000.281,接收,408,DATA,STANDARD,8,0502000000009B01
00000857,000.000.247,接收,305,DATA,STANDARD,8,000002FF0D02FFFF
00000858,000.000.270,接收,103,DATA,STANDARD,8,5500000000FFFFFF
00000859,000.000.254,接收,501,DATA,STANDARD,8,0000000000000000
00000860,000.002.158,接收,231,DATA,STANDARD,6,0201032B0E00
